  slev   sx    sy dlev   dx    dy  count       per       cum
b   14 4824 10225   14 4827 10227   8707 3.112328e-02  91.080868
b   14 4826 10227   14 4827 10228   8673 3.100175e-02  91.111870
b   14 4824 10225   14 4824 10221   8650 3.091954e-02  91.142790
b   14 4823 10224   14 4823 10226   8623 3.082302e-02  91.173613
b   14 4826 10229   14 4826 10227   8545 3.054421e-02  91.204157
b   14 4826 10227   14 4826 10230   8466 3.026183e-02  91.234419
b   14 4825 10228   14 4823 10225   8459 3.023680e-02  91.264656
b   14 4824 10224   14 4825 10229   8431 3.013672e-02  91.294792
b   14 4824 10225   14 4827 10226   8360 2.988293e-02  91.324675
b   14 4830 10227   14 4823 10224   8323 2.975067e-02  91.354426
b   14 4825 10224   14 4825 10224   8318 2.973280e-02  91.384159
b   14 4823 10225   14 4825 10224   8270 2.956122e-02  91.413720
b   14 4823 10226   14 4823 10224   8220 2.938250e-02  91.443102
b   14 4825 10228   14 4830 10227   8163 2.917875e-02  91.472281
b   14 4824 10226   14 4826 10225   8144 2.911083e-02  91.501392
b   14 4824 10222   14 4824 10224   8124 2.903934e-02  91.530431
b   14 4824 10225   14 4826 10225   8122 2.903219e-02  91.559463
b   14 4826 10226   14 4826 10228   8007 2.862112e-02  91.588085
b   14 4826 10226   14 4824 10225   7997 2.858538e-02  91.616670
b   14 4826 10227   14 4825 10224   7964 2.846742e-02  91.645137
b   14 4824 10224   14 4826 10230   7964 2.846742e-02  91.673605
b   14 4830 10227   14 4824 10222   7821 2.795627e-02  91.701561
b   14 4824 10223   14 4825 10226   7761 2.774179e-02  91.729303
b   14 4823 10226   14 4823 10225   7752 2.770962e-02  91.757012
b   14 4829 10227   14 4825 10228   7732 2.763813e-02  91.784651
b   14 4826 10230   14 4825 10228   7716 2.758094e-02  91.812232
b   14 4825 10225   14 4826 10226   7672 2.742366e-02  91.839655
b   14 4824 10226   14 4827 10225   7622 2.724494e-02  91.866900
b   14 4825 10222   14 4824 10222   7593 2.714128e-02  91.894041
b   14 4824 10225   14 4826 10221   7520 2.688034e-02  91.920922
b   14 4824 10226   14 4828 10227   7490 2.677310e-02  91.947695
b   14 4824 10227   14 4824 10228   7426 2.654433e-02  91.974239
b   14 4824 10227   14 4830 10227   7393 2.642637e-02  92.000666
b   14 4824 10223   14 4824 10225   7377 2.636918e-02  92.027035
b   14 4824 10222   14 4825 10226   7371 2.634773e-02  92.053382
b   14 4825 10227   14 4829 10227   7369 2.634059e-02  92.079723
b   14 4826 10223   14 4826 10224   7358 2.630127e-02  92.106024
b   14 4824 10226   14 4825 10221   7357 2.629769e-02  92.132322
b   14 4825 10229   14 4824 10225   7305 2.611182e-02  92.158434
b   14 4823 10223   14 4825 10228   7293 2.606892e-02  92.184503
b   14 4827 10229   14 4826 10228   7286 2.604390e-02  92.210547
b   14 4824 10224   14 4830 10227   7242 2.588662e-02  92.236433
b   14 4825 10224   14 4823 10223   7236 2.586518e-02  92.262298
b   14 4826 10229   14 4825 10226   7233 2.585445e-02  92.288153
b   14 4824 10226   14 4826 10223   7181 2.566858e-02  92.313821
b   14 4825 10227   14 4823 10226   7176 2.565070e-02  92.339472
b   14 4825 10226   14 4825 10221   7156 2.557921e-02  92.365051
b   14 4829 10227   14 4824 10227   7112 2.542194e-02  92.390473
b   14 4826 10228   14 4826 10230   7057 2.522534e-02  92.415699
b   14 4826 10229   14 4824 10226   7045 2.518244e-02  92.440881
b   14 4823 10226   14 4824 10227   6951 2.484644e-02  92.465728
b   14 4824 10228   14 4825 10228   6851 2.448899e-02  92.490217
b   14 4826 10228   14 4823 10223   6849 2.448184e-02  92.514698
b   14 4825 10226   14 4825 10222   6717 2.401000e-02  92.538708
b   14 4824 10227   14 4826 10226   6699 2.394566e-02  92.562654
b   14 4825 10227   14 4824 10228   6560 2.344880e-02  92.586103
b   14 4830 10227   14 4830 10227   6469 2.312352e-02  92.609226
b   14 4827 10229   14 4826 10229   6468 2.311995e-02  92.632346
b   14 4826 10223   14 4826 10223   6455 2.307348e-02  92.655420
b   14 4824 10224   14 4827 10226   6424 2.296267e-02  92.678382
b   14 4824 10224   14 4827 10227   6400 2.287688e-02  92.701259
b   14 4825 10228   14 4823 10223   6369 2.276607e-02  92.724025
b   14 4824 10222   14 4824 10225   6333 2.263739e-02  92.746663
b   14 4824 10223   14 4824 10226   6273 2.242292e-02  92.769086
b   14 4826 10226   14 4825 10225   6254 2.235500e-02  92.791441
b   14 4825 10226   14 4828 10226   6230 2.226922e-02  92.813710
b   14 4823 10225   14 4826 10228   6099 2.180095e-02  92.835511
b   14 4826 10228   14 4826 10226   6073 2.170802e-02  92.857219
b   14 4826 10229   14 4827 10229   6004 2.146138e-02  92.878680
b   14 4829 10227   14 4823 10224   5922 2.116827e-02  92.899849
b   14 4824 10225   14 4827 10223   5906 2.111107e-02  92.920960
b   14 4824 10226   14 4825 10223   5905 2.110750e-02  92.942067
b   14 4823 10223   14 4825 10222   5886 2.103958e-02  92.963107
b   14 4825 10225   14 4824 10223   5876 2.100384e-02  92.984111
b   14 4825 10225   14 4830 10227   5876 2.100384e-02  93.005114
b   14 4823 10223   14 4826 10228   5870 2.098239e-02  93.026097
b   14 4823 10224   14 4825 10222   5800 2.073217e-02  93.046829
b   14 4830 10227   14 4826 10229   5793 2.070715e-02  93.067536
b   14 4826 10227   14 4829 10227   5793 2.070715e-02  93.088243
b   14 4824 10222   14 4824 10223   5770 2.062494e-02  93.108868
b   14 4826 10228   14 4827 10228   5752 2.056060e-02  93.129429
b   14 4826 10224   14 4826 10223   5751 2.055702e-02  93.149986
b   14 4823 10224   14 4826 10228   5743 2.052843e-02  93.170514
b   14 4824 10225   14 4828 10227   5730 2.048196e-02  93.190996
b   14 4825 10226   14 4826 10223   5709 2.040689e-02  93.211403
b   14 4826 10228   14 4830 10227   5667 2.025676e-02  93.231660
b   14 4824 10226   14 4824 10221   5646 2.018170e-02  93.251842
b   14 4824 10223   14 4824 10223   5570 1.991004e-02  93.271752
b   14 4826 10223   14 4824 10224   5560 1.987429e-02  93.291626
b   14 4830 10227   14 4826 10224   5548 1.983140e-02  93.311457
b   14 4825 10224   14 4826 10227   5512 1.970271e-02  93.331160
b   14 4824 10226   14 4824 10228   5510 1.969557e-02  93.350856
b   14 4827 10226   14 4827 10227   5477 1.957761e-02  93.370433
b   14 4825 10227   14 4825 10224   5449 1.947752e-02  93.389911
b   14 4825 10226   14 4828 10225   5439 1.944178e-02  93.409352
b   14 4824 10225   14 4827 10222   5407 1.932739e-02  93.428680
b   14 4826 10228   14 4823 10224   5391 1.927020e-02  93.447950
b   14 4827 10225   14 4825 10226   5355 1.914152e-02  93.467092
b   14 4825 10226   14 4825 10223   5339 1.908432e-02  93.486176
b   14 4824 10226   14 4826 10222   5331 1.905573e-02  93.505232
b   14 4824 10222   14 4823 10223   5298 1.893777e-02  93.524169
b   14 4823 10223   14 4823 10226   5294 1.892347e-02  93.543093
b   14 4825 10226   14 4827 10229   5236 1.871615e-02  93.561809
b   14 4829 10227   14 4826 10228   5229 1.869113e-02  93.580500
b   14 4829 10227   14 4825 10225   5225 1.867683e-02  93.599177
b   14 4825 10228   14 4826 10226   5164 1.845878e-02  93.617636
b   14 4823 10225   14 4824 10222   5161 1.844806e-02  93.636084
b   14 4824 10226   14 4828 10226   5110 1.826576e-02  93.654350
b   14 4827 10227   14 4826 10226   5101 1.823359e-02  93.672583
b   14 4825 10224   14 4823 10224   5014 1.792261e-02  93.690506
b   14 4825 10226   14 4829 10226   4998 1.786542e-02  93.708371
b   14 4824 10225   14 4827 10225   4992 1.784397e-02  93.726215
b   14 4825 10228   14 4823 10226   4965 1.774746e-02  93.743963
b   14 4824 10228   14 4824 10227   4965 1.774746e-02  93.761710
b   14 4826 10227   14 4824 10223   4958 1.772243e-02  93.779433
b   14 4823 10224   14 4830 10227   4948 1.768669e-02  93.797119
b   14 4826 10227   14 4827 10226   4946 1.767954e-02  93.814799
b   14 4825 10226   14 4824 10228   4939 1.765452e-02  93.832453
b   14 4826 10226   14 4825 10228   4915 1.756873e-02  93.850022
b   14 4826 10226   14 4824 10224   4876 1.742932e-02  93.867451
b   14 4824 10224   14 4825 10220   4873 1.741860e-02  93.884870
b   14 4824 10223   14 4823 10224   4864 1.738643e-02  93.902256
b   14 4827 10227   14 4827 10226   4835 1.728277e-02  93.919539
b   14 4827 10225   14 4827 10225   4809 1.718983e-02  93.936729
b   14 4824 10222   14 4825 10221   4802 1.716481e-02  93.953894
b   14 4824 10226   14 4827 10229   4800 1.715766e-02  93.971051
b   14 4826 10229   14 4824 10227   4746 1.696464e-02  93.988016
b   14 4829 10227   14 4824 10222   4718 1.686455e-02  94.004881
b   14 4823 10223   14 4829 10227   4691 1.676804e-02  94.021649
b   14 4824 10221   14 4824 10222   4679 1.672515e-02  94.038374
b   14 4825 10226   14 4824 10221   4677 1.671800e-02  94.055092
b   14 4824 10222   14 4823 10224   4663 1.666795e-02  94.071760
b   14 4824 10222   14 4824 10221   4658 1.665008e-02  94.088410
b   14 4823 10226   14 4823 10223   4638 1.657859e-02  94.104988
b   14 4830 10227   14 4825 10229   4617 1.650353e-02  94.121492
b   14 4826 10227   14 4827 10227   4611 1.648208e-02  94.137974
b   14 4823 10226   14 4825 10227   4588 1.639987e-02  94.154374
b   14 4830 10227   14 4827 10226   4587 1.639629e-02  94.170770
b   14 4824 10226   14 4828 10225   4571 1.633910e-02  94.187109
b   14 4824 10222   14 4824 10226   4570 1.633552e-02  94.203445
b   14 4823 10224   14 4826 10224   4567 1.632480e-02  94.219770
b   14 4830 10227   14 4827 10227   4523 1.616752e-02  94.235937
b   14 4825 10225   14 4824 10222   4520 1.615680e-02  94.252094
b   14 4825 10227   14 4827 10227   4499 1.608173e-02  94.268176
b   14 4825 10224   14 4823 10225   4472 1.598522e-02  94.284161
b   14 4824 10226   14 4826 10221   4463 1.595305e-02  94.300114
b   14 4824 10224   14 4828 10227   4445 1.588871e-02  94.316003
b   14 4827 10226   14 4826 10226   4415 1.578147e-02  94.331784
b   14 4828 10227   14 4828 10227   4334 1.549194e-02  94.347276
b   14 4824 10225   14 4825 10220   4321 1.544547e-02  94.362722
b   14 4827 10229   14 4827 10229   4314 1.542045e-02  94.378142
b   14 4823 10223   14 4825 10221   4303 1.538113e-02  94.393523
b   14 4824 10228   14 4825 10227   4250 1.519168e-02  94.408715
b   14 4825 10227   14 4824 10222   4244 1.517023e-02  94.423885
b   14 4824 10224   14 4828 10223   4235 1.513806e-02  94.439023
b   14 4824 10224   14 4828 10222   4232 1.512734e-02  94.454150
b   14 4826 10230   14 4824 10226   4225 1.510232e-02  94.469253
b   14 4823 10223   14 4826 10224   4216 1.507015e-02  94.484323
b   14 4826 10224   14 4824 10224   4214 1.506300e-02  94.499386
b   14 4826 10227   14 4824 10222   4198 1.500581e-02  94.514392
b   14 4827 10225   14 4827 10226   4197 1.500223e-02  94.529394
b   14 4823 10224   14 4825 10221   4173 1.491644e-02  94.544310
b   14 4826 10226   14 4824 10227   4168 1.489857e-02  94.559209
b   14 4826 10225   14 4826 10225   4139 1.479491e-02  94.574004
b   14 4830 10227   14 4826 10226   4121 1.473057e-02  94.588734
b   14 4824 10226   14 4829 10226   4105 1.467338e-02  94.603408
b   14 4830 10227   14 4825 10222   4054 1.449108e-02  94.617899
b   14 4825 10224   14 4826 10224   4041 1.444461e-02  94.632343
b   14 4830 10227   14 4825 10221   4019 1.436597e-02  94.646709
b   14 4824 10224   14 4827 10225   4012 1.434095e-02  94.661050
b   14 4823 10223   14 4824 10221   4008 1.432665e-02  94.675377
b   14 4830 10227   14 4823 10225   4006 1.431950e-02  94.689697
b   14 4826 10223   14 4827 10223   4003 1.430878e-02  94.704005
b   14 4825 10227   14 4827 10226   4002 1.430520e-02  94.718311
b   14 4824 10227   14 4825 10224   3975 1.420869e-02  94.732519
b   14 4823 10225   14 4824 10223   3958 1.414792e-02  94.746667
b   14 4825 10222   14 4826 10222   3908 1.396920e-02  94.760636
b   14 4824 10226   14 4827 10222   3846 1.374758e-02  94.774384
b   14 4827 10226   14 4828 10227   3819 1.365106e-02  94.788035
b   14 4825 10226   14 4829 10225   3819 1.365106e-02  94.801686
b   14 4826 10226   14 4827 10227   3813 1.362962e-02  94.815316
b   14 4825 10228   14 4827 10229   3795 1.356528e-02  94.828881
b   14 4824 10224   14 4829 10227   3793 1.355813e-02  94.842439
b   14 4829 10227   14 4829 10227   3775 1.349379e-02  94.855933
b   14 4824 10221   14 4824 10221   3773 1.348664e-02  94.869419
b   14 4823 10225   14 4825 10229   3771 1.347949e-02  94.882899
b   14 4824 10223   14 4824 10222   3757 1.342944e-02  94.896328
b   14 4829 10227   14 4826 10224   3743 1.337940e-02  94.909708
b   14 4825 10225   14 4826 10229   3710 1.326144e-02  94.922969
b   14 4823 10225   14 4826 10229   3708 1.325429e-02  94.936224
b   14 4825 10228   14 4829 10227   3708 1.325429e-02  94.949478
b   14 4825 10227   14 4824 10223   3697 1.321497e-02  94.962693
b   14 4826 10224   14 4825 10223   3656 1.306842e-02  94.975761
b   14 4825 10225   14 4823 10226   3648 1.303982e-02  94.988801
b   14 4826 10226   14 4827 10226   3616 1.292544e-02  95.001726
b   14 4829 10227   14 4826 10229   3615 1.292186e-02  95.014648
b   14 4823 10224   14 4824 10221   3593 1.284322e-02  95.027492
b   14 4824 10225   14 4827 10229   3569 1.275744e-02  95.040249
b   14 4825 10221   14 4825 10221   3530 1.261803e-02  95.052867
b   14 4824 10227   14 4829 10227   3511 1.255011e-02  95.065417
b   14 4826 10230   14 4826 10228   3506 1.253224e-02  95.077949
b   14 4826 10227   14 4827 10225   3495 1.249292e-02  95.090442
b   14 4827 10227   14 4828 10227   3483 1.245003e-02  95.102892
b   14 4830 10227   14 4825 10224   3479 1.243573e-02  95.115328
b   14 4823 10226   14 4825 10228   3474 1.241786e-02  95.127746
b   14 4824 10225   14 4828 10226   3460 1.236781e-02  95.140114
b   14 4825 10222   14 4825 10221   3459 1.236424e-02  95.152478
b   14 4828 10226   14 4828 10226   3457 1.235709e-02  95.164835
b   14 4823 10223   14 4825 10223   3439 1.229275e-02  95.177128
b   14 4824 10224   14 4824 10220   3414 1.220339e-02  95.189331
b   14 4826 10223   14 4826 10222   3405 1.217122e-02  95.201502
b   14 4824 10226   14 4829 10225   3398 1.214619e-02  95.213649
b   14 4823 10224   14 4826 10223   3393 1.212832e-02  95.225777
b   14 4825 10226   14 4827 10228   3383 1.209258e-02  95.237870
b   14 4824 10225   14 4829 10226   3331 1.190670e-02  95.249776
b   14 4824 10228   14 4825 10226   3319 1.186381e-02  95.261640
b   14 4823 10223   14 4826 10223   3312 1.183879e-02  95.273479
b   14 4825 10227   14 4827 10229   3308 1.182449e-02  95.285303
b   14 4826 10228   14 4823 10225   3289 1.175657e-02  95.297060
b   14 4829 10226   14 4829 10226   3289 1.175657e-02  95.308816
b   14 4830 10227   14 4826 10225   3287 1.174942e-02  95.320566
b   14 4830 10227   14 4826 10230   3280 1.172440e-02  95.332290
b   14 4825 10229   14 4824 10224   3278 1.171725e-02  95.344008
b   14 4825 10226   14 4830 10224   3272 1.169581e-02  95.355703
b   14 4824 10226   14 4827 10223   3270 1.168866e-02  95.367392
b   14 4824 10224   14 4826 10220   3250 1.161717e-02  95.379009
b   14 4826 10226   14 4823 10223   3228 1.153853e-02  95.390548
b   14 4824 10226   14 4827 10230   3215 1.149206e-02  95.402040
b   14 4830 10227   14 4826 10223   3214 1.148848e-02  95.413528
b   14 4825 10222   14 4824 10224   3209 1.147061e-02  95.424999
b   14 4825 10226   14 4826 10222   3202 1.144559e-02  95.436444
b   14 4826 10227   14 4824 10228   3192 1.140985e-02  95.447854
b   14 4823 10225   14 4826 10224   3180 1.136695e-02  95.459221
b   14 4827 10226   14 4825 10226   3149 1.125614e-02  95.470477
b   14 4823 10223   14 4826 10226   3145 1.124184e-02  95.481719
b   14 4827 10229   14 4826 10227   3135 1.120610e-02  95.492925
b   14 4825 10227   14 4826 10225   3131 1.119180e-02  95.504117
b   14 4823 10225   14 4825 10222   3129 1.118465e-02  95.515302
b   14 4829 10227   14 4827 10227   3117 1.114176e-02  95.526444
b   14 4824 10227   14 4827 10226   3114 1.113103e-02  95.537575
b   14 4830 10227   14 4828 10227   3100 1.108099e-02  95.548656
b   14 4826 10224   14 4827 10223   3081 1.101307e-02  95.559669
b   14 4825 10224   14 4825 10227   3061 1.094158e-02  95.570610
b   14 4826 10229   14 4824 10225   3056 1.092371e-02  95.581534
b   14 4825 10227   14 4826 10224   3040 1.086652e-02  95.592400
b   14 4824 10228   14 4824 10226   3039 1.086294e-02  95.603263
b   14 4829 10227   14 4825 10229   3018 1.078788e-02  95.614051
b   14 4826 10227   14 4823 10226   3004 1.073784e-02  95.624789
b   14 4826 10223   14 4825 10223   2971 1.061988e-02  95.635409
b   14 4825 10224   14 4826 10223   2964 1.059486e-02  95.646004
b   14 4824 10225   14 4824 10228   2944 1.052337e-02  95.656527
b   14 4825 10223   14 4826 10224   2936 1.049477e-02  95.667022
b   14 4827 10226   14 4828 10226   2934 1.048762e-02  95.677510
b   14 4824 10221   14 4825 10221   2907 1.039111e-02  95.687901
b   14 4824 10224   14 4828 10226   2899 1.036251e-02  95.698263
b   14 4826 10227   14 4826 10225   2895 1.034821e-02  95.708611
b   14 4824 10225   14 4824 10220   2883 1.030532e-02  95.718917
b   14 4826 10230   14 4824 10227   2873 1.026958e-02  95.729186
b   14 4824 10227   14 4824 10222   2871 1.026243e-02  95.739449
b   14 4824 10227   14 4827 10227   2866 1.024455e-02  95.749693
b   14 4829 10227   14 4823 10225   2853 1.019809e-02  95.759891
b   14 4824 10224   14 4825 10219   2837 1.014089e-02  95.770032
b   14 4826 10224   14 4826 10225   2837 1.014089e-02  95.780173
b   14 4825 10222   14 4826 10221   2833 1.012659e-02  95.790300
b   14 4824 10223   14 4825 10225   2822 1.008728e-02  95.800387
b   14 4825 10224   14 4824 10223   2819 1.007655e-02  95.810464
b   14 4824 10225   14 4826 10220   2818 1.007298e-02  95.820537
b   14 4826 10227   14 4827 10230   2810 1.004438e-02  95.830581
b   14 4827 10227   14 4825 10226   2807 1.003366e-02  95.840615
b   14 4823 10226   14 4825 10225   2793 9.983614e-03  95.850598
b   14 4823 10224   14 4825 10229   2781 9.940720e-03  95.860539
b   14 4824 10224   14 4829 10226   2778 9.929997e-03  95.870469
b   14 4825 10226   14 4826 10221   2766 9.887103e-03  95.880356
b   14 4825 10221   14 4825 10222   2762 9.872805e-03  95.890229
b   14 4823 10225   14 4826 10230   2749 9.826336e-03  95.900055
b   14 4826 10223   14 4827 10222   2741 9.797740e-03  95.909853
b   14 4826 10228   14 4829 10227   2733 9.769144e-03  95.919622
b   14 4826 10230   14 4825 10227   2703 9.661908e-03  95.929284
b   14 4823 10223   14 4826 10222   2685 9.597567e-03  95.938882
b   14 4830 10227   14 4824 10223   2684 9.593993e-03  95.948476
b   14 4823 10224   14 4826 10222   2678 9.572545e-03  95.958048
b   14 4824 10225   14 4825 10219   2676 9.565396e-03  95.967613
b   14 4826 10227   14 4826 10224   2673 9.554673e-03  95.977168
b   14 4829 10227   14 4828 10227   2654 9.486757e-03  95.986655
b   14 4829 10227   14 4825 10222   2651 9.476034e-03  95.996131
