ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1458519,G186842,04/02/2001 02:05:00 PM,035XX W GRAND AV,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,GOVERNMENT BUILDING/PROPERTY,false,false,1121,011,,,26,1152999,1907176,2001,08/17/2015 03:03:40 PM,41.901142833,-87.713465021,"(41.901142833, -87.713465021)"
7952159,HT184146,03/01/2011 04:00:00 PM,036XX W DIVISION ST,0460,BATTERY,SIMPLE,MEDICAL/DENTAL OFFICE,false,false,2535,025,26,23,08B,1151952,1907754,2011,02/04/2016 06:33:39 AM,41.902749616,-87.717295521,"(41.902749616, -87.717295521)"
10440914,HZ179680,03/08/2016 02:00:00 PM,072XX S HONORE ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0735,007,17,67,05,1165271,1856695,2016,03/15/2016 03:54:40 PM,41.762365534,-87.669821084,"(41.762365534, -87.669821084)"
2222197,HH486839,07/02/2002 07:00:00 AM,015XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1433,014,1,24,06,1166109,1910307,2002,04/15/2016 08:55:02 AM,41.909464471,-87.66522133,"(41.909464471, -87.66522133)"
5624986,HN432467,06/27/2007 06:00:00 PM,024XX E 105TH ST,0890,THEFT,FROM BUILDING,PARK PROPERTY,false,false,0434,004,10,51,06,1193897,1835873,2007,04/15/2016 08:55:02 AM,41.704574292,-87.565584886,"(41.704574292, -87.565584886)"
4273198,HL587756,09/02/2005 05:15:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1822,018,32,8,06,1169206,1910721,2005,04/15/2016 08:55:02 AM,41.910533752,-87.653832316,"(41.910533752, -87.653832316)"
10305264,HY494145,11/06/2015 09:00:00 AM,014XX E 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0234,002,5,41,07,1187005,1868958,2015,11/13/2015 03:59:44 PM,41.795528575,-87.589775019,"(41.795528575, -87.589775019)"
2313574,HH586292,08/17/2002 10:53:00 AM,045XX W HARRISON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1131,011,24,26,18,1146294,1896974,2002,04/15/2016 08:55:02 AM,41.873277685,-87.738353115,"(41.873277685, -87.738353115)"
6002941,HP110700,01/07/2008 07:00:00 AM,020XX N KOLMAR AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,2522,025,31,20,05,1145727,1913117,2008,02/04/2016 06:33:39 AM,41.917586637,-87.740025014,"(41.917586637, -87.740025014)"
4742441,HM351440,05/14/2006 09:00:00 PM,105XX S UNION AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,2233,022,34,49,06,1173512,1834856,2006,04/15/2016 08:55:02 AM,41.702257958,-87.640261238,"(41.702257958, -87.640261238)"
2156865,HH404489,05/29/2002 01:15:00 PM,078XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,RESIDENCE-GARAGE,false,true,0612,006,17,71,08A,1170345,1852785,2002,04/15/2016 08:55:02 AM,41.751527081,-87.651337763,"(41.751527081, -87.651337763)"
7860562,HS674423,12/23/2010 09:00:00 PM,038XX W 65TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0833,008,13,65,07,1151820,1861225,2010,02/04/2016 06:33:39 AM,41.775070722,-87.719002791,"(41.775070722, -87.719002791)"
8758293,HV432651,08/13/2012 03:00:00 PM,065XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0724,007,17,68,08B,1170768,1861522,2012,02/04/2016 06:33:39 AM,41.775493298,-87.649533153,"(41.775493298, -87.649533153)"
5717535,HN526945,08/12/2007 05:00:00 PM,0000X N LOOMIS ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1212,012,27,28,06,1166986,1900300,2007,04/15/2016 08:55:02 AM,41.881985776,-87.66228715,"(41.881985776, -87.66228715)"
7939146,HT172235,02/21/2011 12:15:00 PM,027XX S CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1032,010,22,30,06,1154475,1885600,2011,02/04/2016 06:33:39 AM,41.841906601,-87.708620292,"(41.841906601, -87.708620292)"
1463657,G194806,04/06/2001 09:14:55 AM,002XX E RANDOLPH ST,1120,DECEPTIVE PRACTICE,FORGERY,CREDIT UNION,true,false,0124,001,,,10,1177881,1901352,2001,08/17/2015 03:03:40 PM,41.884631782,-87.622249231,"(41.884631782, -87.622249231)"
8657772,HV332907,06/13/2012 07:30:00 AM,014XX N KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2534,025,37,23,05,1147453,1909170,2012,02/04/2016 06:33:39 AM,41.906722733,-87.733784944,"(41.906722733, -87.733784944)"
6984532,HR389984,06/23/2009 03:50:00 AM,038XX W FERDINAND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,true,false,1122,011,27,23,18,1150493,1903059,2009,02/04/2016 06:33:39 AM,41.889894683,-87.722777454,"(41.889894683, -87.722777454)"
3172405,HK174243,02/09/2004 07:30:00 PM,062XX N NORDICA AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1611,016,41,10,08B,1128625,1941184,2004,04/15/2016 08:55:02 AM,41.994913083,-87.802220334,"(41.994913083, -87.802220334)"
5473071,HN257640,03/31/2007 09:35:00 AM,040XX W MONROE ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1115,011,28,26,18,1149458,1899354,2007,04/15/2016 08:55:02 AM,41.879747904,-87.726674651,"(41.879747904, -87.726674651)"
7849349,HS662439,12/15/2010 04:00:00 PM,0000X E CHICAGO AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1833,018,42,8,06,1176936,1905747,2010,02/04/2016 06:33:39 AM,41.896713321,-87.625586243,"(41.896713321, -87.625586243)"
2641096,HJ251042,03/21/2003 03:02:52 AM,046XX N MANOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1713,017,33,14,08B,1156160,1930960,2003,04/15/2016 08:55:02 AM,41.966344602,-87.701210226,"(41.966344602, -87.701210226)"
7942091,HT175037,02/19/2011 11:00:00 AM,006XX N DEARBORN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,false,false,1832,018,42,8,06,1175833,1904257,2011,02/04/2016 06:33:39 AM,41.892649581,-87.629682213,"(41.892649581, -87.629682213)"
3375982,HK427111,06/12/2004 10:30:00 PM,108XX S EWING AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0432,004,10,52,08A,1202192,1833790,2004,04/15/2016 08:55:02 AM,41.698651418,-87.535281225,"(41.698651418, -87.535281225)"
3285649,HK316252,04/21/2004 05:25:00 PM,058XX W HIGGINS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1622,016,45,11,08B,1136048,1933005,2004,04/15/2016 08:55:02 AM,41.972339624,-87.775110617,"(41.972339624, -87.775110617)"
5332647,HN187695,02/19/2007 06:00:00 PM,050XX N OAKLEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2031,020,47,4,26,1160102,1933574,2007,04/15/2016 08:55:02 AM,41.973436822,-87.686643596,"(41.973436822, -87.686643596)"
10278551,HY466902,10/18/2015 03:01:00 PM,009XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1924,019,44,6,06,1169219,1923432,2015,10/25/2015 03:55:25 PM,41.945413081,-87.653414279,"(41.945413081, -87.653414279)"
1653836,G436549,07/25/2001 02:49:49 AM,076XX S ABERDEEN ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,true,false,0612,006,,,07,1170276,1853781,2001,08/17/2015 03:03:40 PM,41.754261737,-87.651561692,"(41.754261737, -87.651561692)"
7524948,HS328130,05/26/2010 07:00:00 PM,082XX S ALBANY AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0835,008,18,70,06,1157148,1849785,2010,02/04/2016 06:33:39 AM,41.743571479,-87.699779735,"(41.743571479, -87.699779735)"
7569126,HS373429,06/22/2010 02:00:00 PM,026XX N FRANCISCO AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",false,false,1411,014,35,22,06,1156583,1917523,2010,02/04/2016 06:33:39 AM,41.929464023,-87.700019981,"(41.929464023, -87.700019981)"
9533466,HX187353,03/16/2014 12:50:00 PM,020XX N LAKE SHORE DR NB,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,false,false,1814,018,43,7,04B,1175937,1913793,2014,02/04/2016 06:33:39 AM,41.918814461,-87.629012712,"(41.918814461, -87.629012712)"
7848966,HS661665,12/10/2010 03:00:00 PM,015XX W WILSON AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,false,1922,019,47,3,08A,1165144,1930629,2010,02/04/2016 06:33:39 AM,41.965249692,-87.668187079,"(41.965249692, -87.668187079)"
5413572,HN250423,03/27/2007 01:30:00 PM,081XX S MAY ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0613,006,21,71,08B,1170069,1850820,2007,04/15/2016 08:55:02 AM,41.746140855,-87.652406156,"(41.746140855, -87.652406156)"
4954274,HM568605,08/28/2006 09:00:00 PM,025XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1431,014,1,22,05,1158892,1913194,2006,04/15/2016 08:55:02 AM,41.917537819,-87.691654096,"(41.917537819, -87.691654096)"
2372412,HH678540,09/21/2002 02:00:00 PM,018XX W HOOD AVE,0810,THEFT,OVER $500,OTHER,false,false,2413,024,40,2,06,1162974,1940781,2002,04/15/2016 08:55:02 AM,41.993153108,-87.675879153,"(41.993153108, -87.675879153)"
9961068,HY148282,02/11/2015 05:15:00 PM,062XX N NORTHWEST HWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1611,016,41,10,08B,1128263,1941229,2015,08/17/2015 03:03:40 PM,41.99504272,-87.803550946,"(41.99504272, -87.803550946)"
7415761,HS218515,03/20/2010 05:58:00 AM,118XX S WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,false,false,2212,022,19,75,11,1162526,1826024,2010,02/04/2016 06:33:39 AM,41.678256948,-87.680734076,"(41.678256948, -87.680734076)"
10671382,HZ416368,09/01/2016 03:23:00 PM,009XX W WILSON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1914,019,46,3,04A,1169222,1930735,2016,09/08/2016 03:48:43 PM,41.965452711,-87.653190211,"(41.965452711, -87.653190211)"
3363140,HK409124,06/04/2004 07:00:00 PM,035XX N CLARK ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,1923,019,44,6,08B,1168480,1923896,2004,04/15/2016 08:55:02 AM,41.94670237,-87.656117076,"(41.94670237, -87.656117076)"
5245697,HN124792,01/15/2007 08:35:00 AM,022XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1413,014,26,22,08B,1153781,1914763,2007,04/15/2016 08:55:02 AM,41.92194669,-87.710390251,"(41.92194669, -87.710390251)"
2630092,HJ237073,03/14/2003 11:00:00 AM,020XX N MAGNOLIA AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1811,018,43,7,08A,1167651,1913702,2003,04/15/2016 08:55:02 AM,41.918747454,-87.659458729,"(41.918747454, -87.659458729)"
1783044,G598856,10/05/2001 09:50:00 PM,009XX W ADDISON ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2324,019,,,08B,1169183,1924141,2001,08/17/2015 03:03:40 PM,41.947359389,-87.653525932,"(41.947359389, -87.653525932)"
8268961,HT503240,09/18/2011 07:30:00 PM,062XX W FULLERTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,025,29,19,07,1134257,1915279,2011,02/04/2016 06:33:39 AM,41.923729438,-87.782115751,"(41.923729438, -87.782115751)"
4802093,HM415441,06/15/2006 12:00:00 AM,061XX S MEADE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0812,008,23,64,26,1136790,1863252,2006,04/15/2016 08:55:02 AM,41.780914599,-87.774053486,"(41.780914599, -87.774053486)"
8276692,HT510796,01/01/2009 12:00:00 PM,048XX W GRACE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1634,016,45,15,06,,,2009,08/17/2015 03:03:40 PM,,,
4194357,HL445696,06/26/2005 06:22:24 PM,045XX W HARRISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1131,011,24,26,18,1146451,1896979,2005,04/15/2016 08:55:02 AM,41.873288418,-87.737776557,"(41.873288418, -87.737776557)"
7097697,HR506134,08/27/2009 11:30:00 AM,071XX S HARDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0833,008,13,65,06,1151270,1856858,2009,02/04/2016 06:33:39 AM,41.76309773,-87.721132992,"(41.76309773, -87.721132992)"
8066679,HT298636,05/16/2011 02:33:00 PM,037XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1732,017,30,21,14,1150844,1923675,2011,02/04/2016 06:33:39 AM,41.946459995,-87.720947784,"(41.946459995, -87.720947784)"
5822397,HN631348,10/05/2007 10:23:53 PM,035XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,false,0913,009,12,58,08B,1158280,1880903,2007,04/15/2016 08:55:02 AM,41.828940691,-87.694785187,"(41.828940691, -87.694785187)"
4280338,HL516358,07/29/2005 10:48:00 PM,015XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2212,022,19,72,18,1167860,1836435,2005,04/15/2016 08:55:02 AM,41.706713942,-87.660912163,"(41.706713942, -87.660912163)"
4238866,HL561280,08/20/2005 06:31:12 PM,010XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0132,001,2,32,04A,1176502,1895896,2005,04/15/2016 08:55:02 AM,41.869691442,-87.627477823,"(41.869691442, -87.627477823)"
9766360,HX416317,06/02/2012 12:01:00 AM,122XX S ABERDEEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,,,2012,08/17/2015 03:03:40 PM,,,
5171874,HM764465,12/05/2006 06:00:00 PM,051XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0933,009,16,61,07,1167869,1870639,2006,04/15/2016 08:55:02 AM,41.800574204,-87.659898781,"(41.800574204, -87.659898781)"
5262583,HN129511,01/16/2007 04:30:00 PM,080XX S MAY ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,0612,006,21,71,07,1170052,1851409,2007,04/15/2016 08:55:02 AM,41.74775752,-87.65245137,"(41.74775752, -87.65245137)"
3188389,HK193255,02/20/2004 01:07:09 AM,047XX S CHAMPLAIN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0223,002,4,38,05,1181400,1873666,2004,04/15/2016 08:55:02 AM,41.808578922,-87.610183244,"(41.808578922, -87.610183244)"
10043020,HY232347,04/22/2015 10:05:00 PM,039XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1132,011,24,26,18,1150198,1896407,2015,08/17/2015 03:03:40 PM,41.871646618,-87.724034269,"(41.871646618, -87.724034269)"
8877792,HV551643,11/06/2012 10:00:00 PM,035XX W BELDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1413,014,26,22,07,1152548,1915064,2012,02/04/2016 06:33:39 AM,41.922797149,-87.714912689,"(41.922797149, -87.714912689)"
6677343,HP751847,12/26/2008 09:30:00 AM,003XX N ORLEANS ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,06,1173946,1902663,2008,02/04/2016 06:33:39 AM,41.888317808,-87.63665987,"(41.888317808, -87.63665987)"
2660505,HJ273013,04/01/2003 09:21:52 AM,101XX S TORRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0431,004,10,51,08B,1195477,1838278,2003,04/15/2016 08:55:02 AM,41.711135048,-87.559720155,"(41.711135048, -87.559720155)"
8085088,HT317297,05/27/2011 02:30:00 PM,024XX S CANAL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0923,009,25,34,11,1173583,1888211,2011,02/04/2016 06:33:39 AM,41.848668602,-87.638422554,"(41.848668602, -87.638422554)"
5455747,HN282937,04/14/2007 12:50:23 PM,061XX S STONY ISLAND AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,0314,003,5,42,14,1187927,1864621,2007,04/15/2016 08:55:02 AM,41.783605585,-87.586532213,"(41.783605585, -87.586532213)"
8951280,HW100559,01/01/2013 02:00:00 AM,020XX W DIVISION ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1424,014,1,24,05,1162589,1907987,2013,02/04/2016 06:33:39 AM,41.90317273,-87.67821734,"(41.90317273, -87.67821734)"
9132899,HW277699,05/16/2013 08:16:00 PM,026XX W 63RD ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0825,008,15,66,26,1159938,1862781,2013,02/04/2016 06:33:39 AM,41.779177617,-87.689200332,"(41.779177617, -87.689200332)"
7918760,HT150057,02/06/2011 02:00:00 AM,020XX W FARRAGUT AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2012,020,40,4,08B,1161725,1934857,2011,02/04/2016 06:33:39 AM,41.976923653,-87.680639495,"(41.976923653, -87.680639495)"
5579786,HN386162,06/05/2007 10:50:00 AM,003XX W 95TH ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,0511,005,21,49,08B,1175882,1841932,2007,04/15/2016 08:55:02 AM,41.721622827,-87.631371757,"(41.721622827, -87.631371757)"
10217912,HY404524,08/31/2015 12:20:00 PM,032XX W CONGRESS PKWY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,1134,011,28,27,18,1154872,1897607,2015,09/10/2015 11:43:14 AM,41.87484722,-87.706841907,"(41.87484722, -87.706841907)"
4187393,HL505945,07/25/2005 12:30:00 AM,071XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0833,008,13,65,24,1150938,1857056,2005,04/15/2016 08:55:02 AM,41.763647552,-87.722344693,"(41.763647552, -87.722344693)"
6310978,HP400414,06/17/2008 12:00:00 PM,011XX N STATE ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1824,018,42,8,06,1176124,1907957,2008,02/04/2016 06:33:39 AM,41.90279601,-87.628501862,"(41.90279601, -87.628501862)"
2989330,HJ688833,10/12/2003 03:00:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0122,001,42,32,06,1176365,1900502,2003,04/15/2016 08:55:02 AM,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
4715405,HM319637,04/29/2006 09:45:00 AM,030XX W 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,STREET,true,false,0823,008,15,66,26,1157293,1862709,2006,04/15/2016 08:55:02 AM,41.779033998,-87.698899187,"(41.779033998, -87.698899187)"
10468955,HZ117706,01/16/2016 11:47:10 AM,102XX S EBERHART AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE-GARAGE,true,false,0511,005,9,49,18,,,2016,09/17/2016 03:44:51 PM,,,
1529764,G263338,05/07/2001 08:35:00 PM,031XX W DOUGLAS BL,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1022,010,,,18,1155288,1893319,2001,08/17/2015 03:03:40 PM,41.863072151,-87.705429683,"(41.863072151, -87.705429683)"
5160637,HM597963,09/12/2006 10:54:14 PM,0000X N LAVERGNE AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1533,015,28,25,18,1143050,1899770,2006,04/15/2016 08:55:02 AM,41.881011345,-87.750193826,"(41.881011345, -87.750193826)"
7128596,HR537859,09/15/2009 11:20:00 AM,006XX W HARRISON ST,0560,ASSAULT,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,true,false,0131,001,2,28,08A,1172257,1897564,2009,02/04/2016 06:33:39 AM,41.874363279,-87.643013039,"(41.874363279, -87.643013039)"
3686549,HK787089,12/03/2004 04:30:00 AM,030XX N SHERIDAN RD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2332,019,44,6,05,1173045,1920350,2004,04/15/2016 08:55:02 AM,41.936871824,-87.639443146,"(41.936871824, -87.639443146)"
8228251,HT462589,08/23/2011 07:50:00 PM,002XX E 49TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,0224,002,3,38,14,1178583,1872586,2011,02/04/2016 06:33:39 AM,41.805679886,-87.620548131,"(41.805679886, -87.620548131)"
1790699,G614334,10/11/2001 07:15:00 PM,001XX N PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1212,012,,,14,1170357,1900859,2001,08/17/2015 03:03:40 PM,41.883446713,-87.649892603,"(41.883446713, -87.649892603)"
3613272,HK661405,10/02/2004 10:40:00 AM,059XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,STREET,false,false,0234,002,20,40,08A,1179937,1865817,2004,04/15/2016 08:55:02 AM,41.787074218,-87.615789456,"(41.787074218, -87.615789456)"
1427086,G127724,03/05/2001 01:40:00 PM,024XX S STATE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,CHA APARTMENT,true,false,2113,002,,,18,1176662,1888120,2001,08/17/2015 03:03:40 PM,41.848349966,-87.627125238,"(41.848349966, -87.627125238)"
2242877,HH514464,07/16/2002 03:30:00 PM,061XX N BROADWAY,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,2433,024,48,77,06,1167192,1940795,2002,04/15/2016 08:55:02 AM,41.993101615,-87.660363435,"(41.993101615, -87.660363435)"
6680848,HP755834,12/29/2008 10:30:00 AM,0000X W 105TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0512,005,34,49,06,1177692,1835343,2008,02/04/2016 06:33:39 AM,41.703501024,-87.624940642,"(41.703501024, -87.624940642)"
3219251,HK235013,03/11/2004 02:00:00 PM,046XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2521,025,31,19,05,1144912,1920872,2004,04/15/2016 08:55:02 AM,41.93888254,-87.742823155,"(41.93888254, -87.742823155)"
2222276,HH487680,07/04/2002 11:20:53 PM,080XX S LAFLIN ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0612,006,21,71,06,1167734,1851406,2002,04/15/2016 08:55:02 AM,41.747799309,-87.660945331,"(41.747799309, -87.660945331)"
10652966,HZ403170,08/10/2016 12:30:00 PM,056XX W WEST END AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1512,015,29,25,11,1138352,1900900,2016,08/25/2016 03:47:54 PM,41.884198514,-87.767417463,"(41.884198514, -87.767417463)"
8154964,HT389849,07/10/2011 01:30:00 PM,014XX S CALIFORNIA BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1023,010,28,29,06,1157917,1893055,2011,02/04/2016 06:33:39 AM,41.862294538,-87.695786038,"(41.862294538, -87.695786038)"
1697415,G493110,08/18/2001 07:45:00 PM,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0111,001,,,06,1173221,1899090,2001,08/17/2015 03:03:40 PM,41.878529394,-87.639428397,"(41.878529394, -87.639428397)"
10434416,HZ171941,03/02/2016 02:02:00 PM,054XX S WENTWORTH AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0225,002,3,37,06,1175887,1869033,2016,03/09/2016 04:05:56 PM,41.795991039,-87.630542489,"(41.795991039, -87.630542489)"
3801557,HL167689,02/07/2005 02:10:00 PM,028XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,1135,011,2,27,06,1157454,1896573,2005,04/15/2016 08:55:02 AM,41.871957714,-87.697389983,"(41.871957714, -87.697389983)"
4073934,HL421637,06/15/2005 02:13:00 AM,010XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1312,012,1,24,14,1160214,1907064,2005,04/15/2016 08:55:02 AM,41.900689382,-87.686966744,"(41.900689382, -87.686966744)"
7381620,HS182673,02/26/2010 07:00:00 PM,012XX S TROY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1022,010,24,29,18,1155556,1894238,2010,02/04/2016 06:33:39 AM,41.865588603,-87.704421162,"(41.865588603, -87.704421162)"
1348932,G049893,01/24/2001 08:00:00 AM,048XX S WOLCOTT AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0931,009,,,06,1164548,1872365,2001,08/17/2015 03:03:40 PM,41.805381307,-87.672029273,"(41.805381307, -87.672029273)"
10796259,HZ566761,12/24/2016 05:00:00 PM,002XX W NORTH AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1814,018,43,7,06,1174063,1910985,2016,12/31/2016 03:47:04 PM,41.911151209,-87.63598179,"(41.911151209, -87.63598179)"
7164453,HR573946,10/06/2009 01:24:00 PM,071XX S SOUTH SHORE DR,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,APARTMENT,false,false,0334,003,7,43,26,1194486,1858322,2009,02/04/2016 06:33:39 AM,41.766161865,-87.562692028,"(41.766161865, -87.562692028)"
4055703,HL404546,06/07/2005 09:30:00 AM,026XX W IOWA ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,1311,012,26,24,06,1158728,1905893,2005,04/15/2016 08:55:02 AM,41.897506652,-87.692457051,"(41.897506652, -87.692457051)"
3399895,HK456667,06/26/2004 12:00:00 PM,053XX S RICHMOND ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0911,009,14,63,06,1157619,1869002,2004,04/15/2016 08:55:02 AM,41.79629627,-87.697533425,"(41.79629627, -87.697533425)"
10797862,HZ568428,12/28/2016 11:00:00 PM,014XX W ARTHUR AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2432,024,40,1,03,1165336,1943276,2016,01/04/2017 03:47:19 PM,41.999949359,-87.66711946,"(41.999949359, -87.66711946)"
2182433,HH429466,06/09/2002 12:28:24 PM,064XX S RHODES AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0312,003,20,42,18,1181007,1862532,2002,04/15/2016 08:55:02 AM,41.778035296,-87.611967331,"(41.778035296, -87.611967331)"
